831
path	clothes	name	category	color	detail	print	material	length	neckline	collar	fit	shape
K-Fashion 이미지/원천데이터/레트로/20190430(중국,샘플)12-fa659k94(1)-오렌지(샘플,목각후레임)0430얼굴컷-12-IMG_5815.jpg	원피스	20190430(중국,샘플)12-fa659k94(1)-오렌지(샘플,목각후레임)0430얼굴컷-12-IMG_5815.jpg	드레스	핑크		['플로럴']	['우븐']	반팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01089.jpg	상의	20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01089.JPG	블라우스	네이비		['무지']	['시폰']	반팔	유넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01089.jpg	하의	20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01089.JPG	스커트	골드		['그래픽']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01119.jpg	상의	20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01119.JPG	블라우스	네이비		['무지']	['시폰']	반팔	유넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01149.jpg	상의	20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01149.JPG	블라우스	네이비		['무지']	['시폰']	반팔	유넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01149.jpg	하의	20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01149.JPG	스커트	골드		['그래픽']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03654.jpg	상의	20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03654.JPG	티셔츠	화이트		['무지', '레터링']		반팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03654.jpg	하의	20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03654.JPG	청바지	블랙	['포켓', '단추', '롤업', '디스트로이드']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03697.jpg	상의	20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03697.JPG	티셔츠	화이트		['무지']		반팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03697.jpg	하의	20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03697.JPG	청바지	블랙	['포켓', '단추', '롤업', '디스트로이드']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03722.jpg	하의	20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03722.JPG	청바지	블랙	['포켓', '단추', '롤업', '디스트로이드']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03759.jpg	상의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03759.JPG	티셔츠	오렌지		['무지', '레터링', '그래픽']	['우븐']	반팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03759.jpg	하의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03759.JPG	청바지	스카이블루	['포켓', '단추']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03801.jpg	상의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03801.JPG	티셔츠	오렌지		['무지', '레터링', '그래픽']	['우븐']	반팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03801.jpg	하의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03801.JPG	청바지	스카이블루	['포켓', '단추']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03837.jpg	상의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03837.JPG	티셔츠	오렌지		['무지', '레터링', '그래픽']	['우븐']	반팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03837.jpg	하의	20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03837.JPG	청바지	스카이블루	['포켓', '단추', '롤업']	['무지']	['데님']				루즈	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4588.jpg	상의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4588.JPG	셔츠	레드	['단추']	['무지']	['우븐']	반팔	브이넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4588.jpg	하의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4588.JPG	팬츠	화이트		['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4626.jpg	상의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4626.JPG	셔츠	레드	['단추']	['무지']	['우븐']	반팔	브이넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4626.jpg	하의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4626.JPG	팬츠	화이트		['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4663.jpg	상의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4663.JPG	셔츠	레드	['단추']	['무지']	['우븐']	반팔	브이넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4663.jpg	하의	20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4663.JPG	팬츠	화이트		['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08537.jpg	하의	20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08537.JPG	청바지	블루	['롤업']	['무지']	['데님']				노멀	
K-Fashion 이미지/원천데이터/레트로/20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08537.jpg	아우터	20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08537.JPG	짚업	블루		['무지']	['데님']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08589.jpg	하의	20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08589.JPG	청바지	블루	['롤업']	['무지']	['데님']				노멀	
K-Fashion 이미지/원천데이터/레트로/20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08589.jpg	아우터	20190722-jk1710k97(2)팝콘(대행,청지퍼자켓)7.22-1-DHP08589.JPG	짚업	블루		['무지']	['데님']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20190905(중국,샘플)-bl2667k98(4)-지끼(샘플,메이슨블라우스)0905얼굴컷-밝기보정해주세요! sk2427이미지같아여-IMG_5641.jpg	상의	20190905(중국,샘플)-bl2667k98(4)-지끼(샘플,메이슨블라우스)0905얼굴컷-밝기보정해주세요! sk2427이미지같아여-IMG_5641.JPG	블라우스	핑크	['퍼프']	['깅엄']	['우븐']	긴팔	브이넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20191014(중국,샘플)-t3470k9a(6)-조이(샘플,기모핫폴라T)1014얼굴컷-밝기보정해주세여-IMG_2204.jpg	아우터	20191014(중국,샘플)-t3470k9a(6)-조이(샘플,기모핫폴라T)1014얼굴컷-밝기보정해주세여-IMG_2204.jpg	베스트	그레이		['아가일']	['니트']	민소매			노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00055.jpg	상의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00055.jpg	블라우스	와인		['플로럴']	['우븐']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00055.jpg	하의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00055.jpg	팬츠	베이지			['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00083.jpg	상의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00083.jpg	블라우스	와인		['플로럴']	['우븐']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00083.jpg	하의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00083.jpg	팬츠	베이지			['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00121.jpg	상의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00121.jpg	블라우스	와인		['플로럴']	['우븐']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00121.jpg	하의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00121.jpg	팬츠	베이지			['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP09992.jpg	상의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP09992.jpg	블라우스	와인		['플로럴']	['우븐']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP09992.jpg	하의	20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP09992.jpg	팬츠	베이지			['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20191202(중국,샘플)-nb988k9b(3)-지끼(샘플,2019로이스롱남방)1202얼굴컷-라이트룸-IMG_7525.jpg	원피스	20191202(중국,샘플)-nb988k9b(3)-지끼(샘플,2019로이스롱남방)1202얼굴컷-라이트룸-IMG_7525.jpg	드레스	레드	['슬릿']	['체크']	['우븐']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191209-nt1774k9c(2)-제이보니(샘플,캔디니트)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_09.jpg	상의	20191209-nt1774k9c(2)-제이보니(샘플,캔디니트)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_09.jpg	니트웨어	스카이블루	['니트꽈베기']		['울/캐시미어', '니트']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191209-nt1774k9c(2)-제이보니(샘플,캔디니트)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_09.jpg	하의	20191209-nt1774k9c(2)-제이보니(샘플,캔디니트)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_09.jpg	스커트	블랙		['무지']	['가죽']				노멀	
K-Fashion 이미지/원천데이터/레트로/20191209-pt4321k9c(3)-어그레잇(샘플,요크다잉팬츠)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_163154956_11.jpg	하의	20191209-pt4321k9c(3)-어그레잇(샘플,요크다잉팬츠)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_163154956_11.jpg	팬츠	레드		['무지']	['우븐']				루즈	
K-Fashion 이미지/원천데이터/레트로/20191209-sk2518k9c(3)-스랍&아하(샘플,키리sk(레자))12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_12.jpg	상의	20191209-sk2518k9c(3)-스랍&아하(샘플,키리sk(레자))12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_12.jpg	니트웨어	스카이블루	['니트꽈베기']	['무지']	['니트', '울/캐시미어']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20191209-sk2518k9c(3)-스랍&아하(샘플,키리sk(레자))12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_12.jpg	하의	20191209-sk2518k9c(3)-스랍&아하(샘플,키리sk(레자))12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_12.jpg	스커트			['무지']	['가죽']				노멀	
K-Fashion 이미지/원천데이터/레트로/2019_09_07_IMG_19537.jpg	상의	2019_09_07_IMG_19537.jpg	셔츠	그린	['스트링', '프릴', '셔링']	['무지']	['우븐']	7부소매				
K-Fashion 이미지/원천데이터/레트로/2019_09_07_IMG_19537.jpg	하의	2019_09_07_IMG_19537.jpg	팬츠	블랙		['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/2019_09_25_IMG_26577.jpg	원피스	2019_09_25_IMG_26577.JPG	드레스	네이비	['비대칭']	['페이즐리']	['시폰']	긴팔			루즈	
K-Fashion 이미지/원천데이터/레트로/2019_09_25_IMG_26628.jpg	원피스	2019_09_25_IMG_26628.JPG	드레스	네이비	['비대칭']	['페이즐리']	['시폰']	긴팔			루즈	
K-Fashion 이미지/원천데이터/레트로/20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01573.jpg	원피스	20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01573.JPG	드레스	카키	['슬릿']	['도트']	['우븐']	없음	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01595.jpg	원피스	20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01595.JPG	드레스	카키		['도트']	['우븐']	없음			노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01619.jpg	원피스	20200109-cd860k01(5)-니콤(대행,세인트골지y)01.14-2-DHP01619.JPG	드레스	카키	['슬릿']	['도트']	['우븐']	없음	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08613.jpg	상의	20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08613.JPG	티셔츠	화이트	['드롭숄더']	['무지', '레터링']	['저지']	긴팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08613.jpg	하의	20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08613.JPG	팬츠	옐로우	['단추']	['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08633.jpg	상의	20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08633.JPG	티셔츠	화이트	['드롭숄더']	['무지', '레터링']	['저지']	긴팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08633.jpg	하의	20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08633.JPG	팬츠	옐로우	['단추']	['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP03333.jpg	상의	20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP03333.JPG	티셔츠	화이트	['드롭숄더']	['무지', '레터링']	['저지']	긴팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP03333.jpg	하의	20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP03333.JPG	팬츠	옐로우	['단추']	['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-모델컷추가-DHP03509.jpg	상의	20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-모델컷추가-DHP03509.JPG	티셔츠	화이트	['드롭숄더']	['무지', '레터링']	['저지']	긴팔	라운드넥		루즈	
K-Fashion 이미지/원천데이터/레트로/20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-모델컷추가-DHP03509.jpg	하의	20200109-pt4416k01(7)-엘투(대행,828)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-모델컷추가-DHP03509.JPG	팬츠	옐로우	['단추']	['무지']	['우븐']				와이드	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.jpg	상의	20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.JPG	티셔츠	블랙		['무지']	['저지']	긴팔	터틀넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.jpg	하의	20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.JPG	스커트	스카이블루	['플레어']	['도트']	['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.jpg	아우터	20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04208.JPG	재킷	화이트		['무지']	['퍼']	7부소매	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04228.jpg	하의	20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04228.JPG	스커트	스카이블루	['플레어']	['도트']	['우븐']				노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04228.jpg	아우터	20200109-베넷미(22품목+2코디)01.20-jk2154k01(2)-베넷미(대행,퍼쇼트코트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP04228.JPG	재킷	화이트		['무지']	['퍼']	7부소매	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01845.jpg	상의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01845.JPG	티셔츠	실버		['무지']	['저지']	긴팔	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01845.jpg	하의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01845.JPG	스커트	화이트		['도트']	['시폰']				노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01869.jpg	상의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01869.JPG	티셔츠	실버		['무지']	['저지']	긴팔			노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01869.jpg	하의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01869.JPG	스커트	화이트		['도트']	['시폰']				노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01895.jpg	상의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01895.JPG	티셔츠	실버		['무지']	['저지']	긴팔	라운드넥		노멀	
K-Fashion 이미지/원천데이터/레트로/20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01895.jpg	하의	20200109-베넷미(22품목+2코디)01.20-nt1874k01(5)-베넷미(대행,샤이니라운드니트)-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP01895.JPG	스커트	화이트		['도트']	['시폰']				노멀	
